,name,num_banded_clusters,num_seriated_clusters,percent_banded_clusters,percent_seriated_clusters,num_pendant_pendant_sum,pendant_pendant_sum,num_pendant_pendants_color_sum,pendant_pendants_color_sum,num_indexed_pendant_sum,indexed_pendant_sum,num_subsidiary_pendant_sum,subsidiary_pendant_sum,num_cluster_cluster_sum,cluster_cluster_sum,num_cluster_sum_bands,cluster_sum_bands,num_ascher_decreasing_cluster,ascher_decreasing_cluster
245,"<a target=""_blank"" href=""./sum_relations/UR062.html"">UR062</a>",5,1,83%,17%,3,"<a href=""./pendant_pendant_sum/UR062_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR062_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,0,
246,"<a target=""_blank"" href=""./sum_relations/UR063.html"">UR063</a>",0,8,0%,100%,9,"<a href=""./pendant_pendant_sum/UR063_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR063_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR063_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR063_pendant_pendant_sum_R.jpg""></a>",5,"<a href=""./pendant_pendants_color_sum/UR063_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR063_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/UR063_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR063_pendant_pendants_color_sum_R.jpg""></a>",1,"<a href=""./indexed_pendant_sum/UR063_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR063_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,0,
247,"<a target=""_blank"" href=""./sum_relations/UR064.html"">UR064</a>",1,6,14%,86%,10,"<a href=""./pendant_pendant_sum/UR064_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR064_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR064_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR064_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/UR064_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR064_pendant_pendants_color_sum_L.jpg""></a>",1,"<a href=""./indexed_pendant_sum/UR064_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR064_indexed_pendant_sum_L.jpg""></a>",0,,0,,0,,0,
248,"<a target=""_blank"" href=""./sum_relations/UR066.html"">UR066</a>",0,6,0%,100%,1,"<a href=""./pendant_pendant_sum/UR066_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR066_pendant_pendant_sum_L.jpg""></a>",0,,1,"<a href=""./indexed_pendant_sum/UR066_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR066_indexed_pendant_sum_L.jpg""></a>",0,,0,,0,,1,"<a href=""./ascher_decreasing_cluster/UR066_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/UR066_ascher_decreasing_cluster.jpg""></a>"
249,"<a target=""_blank"" href=""./sum_relations/UR067.html"">UR067</a>",0,4,0%,100%,2,"<a href=""./pendant_pendant_sum/UR067_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR067_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR067_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR067_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,0,
250,"<a target=""_blank"" href=""./sum_relations/UR068.html"">UR068</a>",0,17,0%,100%,10,"<a href=""./pendant_pendant_sum/UR068_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR068_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR068_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR068_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/UR068_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR068_pendant_pendants_color_sum_L.jpg""></a>",2,"<a href=""./indexed_pendant_sum/UR068_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR068_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/UR068_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR068_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,4,"<a href=""./ascher_decreasing_cluster/UR068_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/UR068_ascher_decreasing_cluster.jpg""></a>"
251,"<a target=""_blank"" href=""./sum_relations/UR069.html"">UR069</a>",0,5,0%,100%,8,"<a href=""./pendant_pendant_sum/UR069_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR069_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR069_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR069_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,0,
252,"<a target=""_blank"" href=""./sum_relations/UR072.html"">UR072</a>",1,14,7%,93%,14,"<a href=""./pendant_pendant_sum/UR072_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR072_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR072_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR072_pendant_pendant_sum_R.jpg""></a>",5,"<a href=""./pendant_pendants_color_sum/UR072_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR072_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/UR072_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR072_pendant_pendants_color_sum_R.jpg""></a>",9,"<a href=""./indexed_pendant_sum/UR072_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR072_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/UR072_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR072_indexed_pendant_sum_R.jpg""></a>",0,,0,,2,"<a href=""./cluster_sum_bands/UR072_cluster_sum_bands.html""><img src=""./cluster_sum_bands/images/table_thumbnails/UR072_cluster_sum_bands.jpg""></a>",0,
253,"<a target=""_blank"" href=""./sum_relations/UR073.html"">UR073</a>",7,9,44%,56%,7,"<a href=""./pendant_pendant_sum/UR073_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR073_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR073_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR073_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/UR073_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR073_pendant_pendants_color_sum_R.jpg""></a>",0,,0,,0,,0,,0,
254,"<a target=""_blank"" href=""./sum_relations/UR074.html"">UR074</a>",4,16,20%,80%,5,"<a href=""./pendant_pendant_sum/UR074_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR074_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR074_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR074_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/UR074_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR074_pendant_pendants_color_sum_L.jpg""></a>",1,"<a href=""./indexed_pendant_sum/UR074_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR074_indexed_pendant_sum_L.jpg""></a>",0,,0,,0,,0,
255,"<a target=""_blank"" href=""./sum_relations/UR076.html"">UR076</a>",4,1,80%,20%,0,,0,,2,"<a href=""./indexed_pendant_sum/UR076_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR076_indexed_pendant_sum_L.jpg""></a>",0,,0,,0,,0,
256,"<a target=""_blank"" href=""./sum_relations/UR079.html"">UR079</a>",1,6,14%,86%,5,"<a href=""./pendant_pendant_sum/UR079_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR079_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR079_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR079_pendant_pendant_sum_R.jpg""></a>",0,,1,"<a href=""./indexed_pendant_sum/UR079_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR079_indexed_pendant_sum_L.jpg""></a>",2,"<a href=""./subsidiary_pendant_sum/UR079_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/UR079_subsidiary_pendant_sum_L.jpg""></a>",0,,0,,0,
257,"<a target=""_blank"" href=""./sum_relations/UR080.html"">UR080</a>",2,6,25%,75%,1,"<a href=""./pendant_pendant_sum/UR080_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR080_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/UR080_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR080_pendant_pendants_color_sum_R.jpg""></a>",1,"<a href=""./indexed_pendant_sum/UR080_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR080_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,0,
258,"<a target=""_blank"" href=""./sum_relations/UR085.html"">UR085</a>",7,9,44%,56%,35,"<a href=""./pendant_pendant_sum/UR085_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR085_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR085_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR085_pendant_pendant_sum_R.jpg""></a>",3,"<a href=""./pendant_pendants_color_sum/UR085_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR085_pendant_pendants_color_sum_R.jpg""></a>",2,"<a href=""./indexed_pendant_sum/UR085_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR085_indexed_pendant_sum_R.jpg""></a>",2,"<a href=""./subsidiary_pendant_sum/UR085_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/UR085_subsidiary_pendant_sum_R.jpg""></a>",0,,0,,0,
259,"<a target=""_blank"" href=""./sum_relations/UR086.html"">UR086</a>",2,21,9%,91%,46,"<a href=""./pendant_pendant_sum/UR086_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR086_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR086_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR086_pendant_pendant_sum_R.jpg""></a>",11,"<a href=""./pendant_pendants_color_sum/UR086_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR086_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/UR086_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR086_pendant_pendants_color_sum_R.jpg""></a>",16,"<a href=""./indexed_pendant_sum/UR086_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR086_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/UR086_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR086_indexed_pendant_sum_R.jpg""></a>",0,,2,"<a href=""./cluster_cluster_sum/UR086_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/UR086_cluster_cluster_sum.jpg""></a>",0,,0,
260,"<a target=""_blank"" href=""./sum_relations/UR087.html"">UR087</a>",43,12,78%,22%,65,"<a href=""./pendant_pendant_sum/UR087_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR087_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR087_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR087_pendant_pendant_sum_R.jpg""></a>",55,"<a href=""./pendant_pendants_color_sum/UR087_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR087_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/UR087_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR087_pendant_pendants_color_sum_R.jpg""></a>",13,"<a href=""./indexed_pendant_sum/UR087_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR087_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/UR087_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR087_indexed_pendant_sum_R.jpg""></a>",0,,6,"<a href=""./cluster_cluster_sum/UR087_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/UR087_cluster_cluster_sum.jpg""></a>",0,,0,
261,"<a target=""_blank"" href=""./sum_relations/UR088.html"">UR088</a>",0,1,0%,100%,6,"<a href=""./pendant_pendant_sum/UR088_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR088_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/UR088_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR088_pendant_pendants_color_sum_R.jpg""></a>",0,,0,,0,,0,,0,
262,"<a target=""_blank"" href=""./sum_relations/UR089.html"">UR089</a>",6,3,67%,33%,60,"<a href=""./pendant_pendant_sum/UR089_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR089_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR089_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR089_pendant_pendant_sum_R.jpg""></a>",11,"<a href=""./pendant_pendants_color_sum/UR089_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR089_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/UR089_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR089_pendant_pendants_color_sum_R.jpg""></a>",1,"<a href=""./indexed_pendant_sum/UR089_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR089_indexed_pendant_sum_L.jpg""></a>",32,"<a href=""./subsidiary_pendant_sum/UR089_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/UR089_subsidiary_pendant_sum_L.jpg""></a><a href=""./subsidiary_pendant_sum/UR089_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/UR089_subsidiary_pendant_sum_R.jpg""></a>",1,"<a href=""./cluster_cluster_sum/UR089_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/UR089_cluster_cluster_sum.jpg""></a>",0,,0,
263,"<a target=""_blank"" href=""./sum_relations/UR090.html"">UR090</a>",1,3,25%,75%,50,"<a href=""./pendant_pendant_sum/UR090_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR090_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR090_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR090_pendant_pendant_sum_R.jpg""></a>",4,"<a href=""./pendant_pendants_color_sum/UR090_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR090_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/UR090_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR090_pendant_pendants_color_sum_R.jpg""></a>",1,"<a href=""./indexed_pendant_sum/UR090_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR090_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,0,
264,"<a target=""_blank"" href=""./sum_relations/UR091.html"">UR091</a>",0,3,0%,100%,13,"<a href=""./pendant_pendant_sum/UR091_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR091_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR091_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR091_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/UR091_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR091_pendant_pendants_color_sum_L.jpg""></a>",0,,0,,0,,0,,0,
265,"<a target=""_blank"" href=""./sum_relations/UR093.html"">UR093</a>",0,12,0%,100%,16,"<a href=""./pendant_pendant_sum/UR093_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR093_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR093_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR093_pendant_pendant_sum_R.jpg""></a>",4,"<a href=""./pendant_pendants_color_sum/UR093_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR093_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/UR093_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR093_pendant_pendants_color_sum_R.jpg""></a>",6,"<a href=""./indexed_pendant_sum/UR093_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR093_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/UR093_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR093_indexed_pendant_sum_R.jpg""></a>",6,"<a href=""./subsidiary_pendant_sum/UR093_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/UR093_subsidiary_pendant_sum_L.jpg""></a><a href=""./subsidiary_pendant_sum/UR093_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/UR093_subsidiary_pendant_sum_R.jpg""></a>",2,"<a href=""./cluster_cluster_sum/UR093_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/UR093_cluster_cluster_sum.jpg""></a>",0,,0,
266,"<a target=""_blank"" href=""./sum_relations/UR094.html"">UR094</a>",0,7,0%,100%,1,"<a href=""./pendant_pendant_sum/UR094_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR094_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,0,
267,"<a target=""_blank"" href=""./sum_relations/UR095.html"">UR095</a>",3,3,50%,50%,6,"<a href=""./pendant_pendant_sum/UR095_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR095_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR095_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR095_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,0,
268,"<a target=""_blank"" href=""./sum_relations/UR097.html"">UR097</a>",2,8,20%,80%,9,"<a href=""./pendant_pendant_sum/UR097_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR097_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR097_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR097_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/UR097_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR097_pendant_pendants_color_sum_L.jpg""></a>",2,"<a href=""./indexed_pendant_sum/UR097_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR097_indexed_pendant_sum_L.jpg""></a>",0,,0,,0,,0,
269,"<a target=""_blank"" href=""./sum_relations/UR102.html"">UR102</a>",9,3,75%,25%,9,"<a href=""./pendant_pendant_sum/UR102_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR102_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR102_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR102_pendant_pendant_sum_R.jpg""></a>",7,"<a href=""./pendant_pendants_color_sum/UR102_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR102_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/UR102_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR102_pendant_pendants_color_sum_R.jpg""></a>",6,"<a href=""./indexed_pendant_sum/UR102_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR102_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/UR102_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR102_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,0,
270,"<a target=""_blank"" href=""./sum_relations/UR104.html"">UR104</a>",0,1,0%,100%,3,"<a href=""./pendant_pendant_sum/UR104_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1040_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR104_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR104_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,"<a href=""./cluster_sum_bands/UR104_cluster_sum_bands.html""><img src=""./cluster_sum_bands/images/table_thumbnails/UR1049_cluster_sum_bands.jpg""></a>",0,
271,"<a target=""_blank"" href=""./sum_relations/UR107.html"">UR107</a>",7,5,58%,42%,2,"<a href=""./pendant_pendant_sum/UR107_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR107_pendant_pendant_sum_L.jpg""></a>",2,"<a href=""./pendant_pendants_color_sum/UR107_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR107_pendant_pendants_color_sum_L.jpg""></a>",0,,0,,0,,0,,0,
