,name,num_banded_clusters,num_seriated_clusters,percent_banded_clusters,percent_seriated_clusters,num_pendant_pendant_sum,pendant_pendant_sum,num_pendant_pendants_color_sum,pendant_pendants_color_sum,num_indexed_pendant_sum,indexed_pendant_sum,num_subsidiary_pendant_sum,subsidiary_pendant_sum,num_cluster_cluster_sum,cluster_cluster_sum,num_cluster_sum_bands,cluster_sum_bands,num_ascher_decreasing_cluster,ascher_decreasing_cluster
171,"<a target=""_blank"" href=""./sum_relations/MM021.html"">MM021</a>",3,14,18%,82%,27,"<a href=""./pendant_pendant_sum/MM021_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM021_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/MM021_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM021_pendant_pendant_sum_R.jpg""></a>",28,"<a href=""./pendant_pendants_color_sum/MM021_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/MM021_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/MM021_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/MM021_pendant_pendants_color_sum_R.jpg""></a>",13,"<a href=""./indexed_pendant_sum/MM021_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/MM021_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/MM021_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/MM021_indexed_pendant_sum_R.jpg""></a>",20,"<a href=""./subsidiary_pendant_sum/MM021_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/MM021_subsidiary_pendant_sum_L.jpg""></a><a href=""./subsidiary_pendant_sum/MM021_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/MM021_subsidiary_pendant_sum_R.jpg""></a>",0,,1,"<a href=""./cluster_sum_bands/MM021_cluster_sum_bands.html""><img src=""./cluster_sum_bands/images/table_thumbnails/MM021_cluster_sum_bands.jpg""></a>",0,
172,"<a target=""_blank"" href=""./sum_relations/MM1086.html"">MM1086</a>",46,0,100%,0%,4,"<a href=""./pendant_pendant_sum/MM1086_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM1086_pendant_pendant_sum_L.jpg""></a>",0,,11,"<a href=""./indexed_pendant_sum/MM1086_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/MM1086_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/MM1086_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/MM1086_indexed_pendant_sum_R.jpg""></a>",0,,3,"<a href=""./cluster_cluster_sum/MM1086_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/MM1086_cluster_cluster_sum.jpg""></a>",0,,0,
173,"<a target=""_blank"" href=""./sum_relations/QU002.html"">QU002</a>",3,7,30%,70%,19,"<a href=""./pendant_pendant_sum/QU002_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU002_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/QU002_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU002_pendant_pendant_sum_R.jpg""></a>",17,"<a href=""./pendant_pendants_color_sum/QU002_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU002_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/QU002_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU002_pendant_pendants_color_sum_R.jpg""></a>",11,"<a href=""./indexed_pendant_sum/QU002_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/QU002_indexed_pendant_sum_R.jpg""></a>",0,,1,"<a href=""./cluster_cluster_sum/QU002_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/QU002_cluster_cluster_sum.jpg""></a>",0,,1,"<a href=""./ascher_decreasing_cluster/QU002_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/QU002_ascher_decreasing_cluster.jpg""></a>"
174,"<a target=""_blank"" href=""./sum_relations/QU003.html"">QU003</a>",9,1,90%,10%,3,"<a href=""./pendant_pendant_sum/QU003_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU003_pendant_pendant_sum_L.jpg""></a>",0,,0,,0,,0,,0,,0,
175,"<a target=""_blank"" href=""./sum_relations/QU004.html"">QU004</a>",0,3,0%,100%,2,"<a href=""./pendant_pendant_sum/QU004_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU004_pendant_pendant_sum_R.jpg""></a>",0,,0,,4,"<a href=""./subsidiary_pendant_sum/QU004_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/QU004_subsidiary_pendant_sum_R.jpg""></a>",0,,0,,0,
176,"<a target=""_blank"" href=""./sum_relations/QU005.html"">QU005</a>",0,2,0%,100%,5,"<a href=""./pendant_pendant_sum/QU005_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU005_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/QU005_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU005_pendant_pendants_color_sum_L.jpg""></a>",0,,0,,0,,0,,0,
177,"<a target=""_blank"" href=""./sum_relations/QU007.html"">QU007</a>",19,4,83%,17%,31,"<a href=""./pendant_pendant_sum/QU007_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU007_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/QU007_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU007_pendant_pendant_sum_R.jpg""></a>",26,"<a href=""./pendant_pendants_color_sum/QU007_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU007_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/QU007_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU007_pendant_pendants_color_sum_R.jpg""></a>",8,"<a href=""./indexed_pendant_sum/QU007_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/QU007_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/QU007_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/QU007_indexed_pendant_sum_R.jpg""></a>",2,"<a href=""./subsidiary_pendant_sum/QU007_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/QU007_subsidiary_pendant_sum_R.jpg""></a>",0,,0,,0,
178,"<a target=""_blank"" href=""./sum_relations/QU008.html"">QU008</a>",0,2,0%,100%,3,"<a href=""./pendant_pendant_sum/QU008_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU008_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/QU008_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU008_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/QU008_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU008_pendant_pendants_color_sum_R.jpg""></a>",0,,0,,0,,0,,0,
179,"<a target=""_blank"" href=""./sum_relations/QU009.html"">QU009</a>",7,9,44%,56%,49,"<a href=""./pendant_pendant_sum/QU009_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU009_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/QU009_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU009_pendant_pendant_sum_R.jpg""></a>",22,"<a href=""./pendant_pendants_color_sum/QU009_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU009_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/QU009_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU009_pendant_pendants_color_sum_R.jpg""></a>",5,"<a href=""./indexed_pendant_sum/QU009_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/QU009_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/QU009_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/QU009_indexed_pendant_sum_R.jpg""></a>",6,"<a href=""./subsidiary_pendant_sum/QU009_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/QU009_subsidiary_pendant_sum_L.jpg""></a><a href=""./subsidiary_pendant_sum/QU009_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/QU009_subsidiary_pendant_sum_R.jpg""></a>",2,"<a href=""./cluster_cluster_sum/QU009_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/QU009_cluster_cluster_sum.jpg""></a>",0,,0,
180,"<a target=""_blank"" href=""./sum_relations/QU010.html"">QU010</a>",0,2,0%,100%,5,"<a href=""./pendant_pendant_sum/QU010_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU010_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/QU010_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU010_pendant_pendants_color_sum_R.jpg""></a>",0,,0,,0,,0,,0,
181,"<a target=""_blank"" href=""./sum_relations/QU011.html"">QU011</a>",8,14,36%,64%,58,"<a href=""./pendant_pendant_sum/QU011_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU011_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/QU011_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU011_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/QU011_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU011_pendant_pendants_color_sum_R.jpg""></a>",6,"<a href=""./indexed_pendant_sum/QU011_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/QU011_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/QU011_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/QU011_indexed_pendant_sum_R.jpg""></a>",8,"<a href=""./subsidiary_pendant_sum/QU011_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/QU011_subsidiary_pendant_sum_L.jpg""></a><a href=""./subsidiary_pendant_sum/QU011_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/QU011_subsidiary_pendant_sum_R.jpg""></a>",0,,0,,1,"<a href=""./ascher_decreasing_cluster/QU011_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/QU011_ascher_decreasing_cluster.jpg""></a>"
182,"<a target=""_blank"" href=""./sum_relations/QU012.html"">QU012</a>",5,8,38%,62%,67,"<a href=""./pendant_pendant_sum/QU012_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU012_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/QU012_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU012_pendant_pendant_sum_R.jpg""></a>",13,"<a href=""./pendant_pendants_color_sum/QU012_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU012_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/QU012_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU012_pendant_pendants_color_sum_R.jpg""></a>",1,"<a href=""./indexed_pendant_sum/QU012_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/QU012_indexed_pendant_sum_L.jpg""></a>",92,"<a href=""./subsidiary_pendant_sum/QU012_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/QU012_subsidiary_pendant_sum_L.jpg""></a><a href=""./subsidiary_pendant_sum/QU012_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/QU012_subsidiary_pendant_sum_R.jpg""></a>",0,,0,,0,
183,"<a target=""_blank"" href=""./sum_relations/QU013.html"">QU013</a>",3,28,10%,90%,27,"<a href=""./pendant_pendant_sum/QU013_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU013_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/QU013_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU013_pendant_pendant_sum_R.jpg""></a>",6,"<a href=""./pendant_pendants_color_sum/QU013_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU013_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/QU013_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU013_pendant_pendants_color_sum_R.jpg""></a>",25,"<a href=""./indexed_pendant_sum/QU013_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/QU013_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/QU013_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/QU013_indexed_pendant_sum_R.jpg""></a>",4,"<a href=""./subsidiary_pendant_sum/QU013_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/QU013_subsidiary_pendant_sum_L.jpg""></a><a href=""./subsidiary_pendant_sum/QU013_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/QU013_subsidiary_pendant_sum_R.jpg""></a>",3,"<a href=""./cluster_cluster_sum/QU013_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/QU013_cluster_cluster_sum.jpg""></a>",2,"<a href=""./cluster_sum_bands/QU013_cluster_sum_bands.html""><img src=""./cluster_sum_bands/images/table_thumbnails/QU013_cluster_sum_bands.jpg""></a>",0,
184,"<a target=""_blank"" href=""./sum_relations/QU014.html"">QU014</a>",37,9,80%,20%,66,"<a href=""./pendant_pendant_sum/QU014_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU014_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/QU014_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU014_pendant_pendant_sum_R.jpg""></a>",22,"<a href=""./pendant_pendants_color_sum/QU014_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU014_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/QU014_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU014_pendant_pendants_color_sum_R.jpg""></a>",9,"<a href=""./indexed_pendant_sum/QU014_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/QU014_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/QU014_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/QU014_indexed_pendant_sum_R.jpg""></a>",6,"<a href=""./subsidiary_pendant_sum/QU014_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/QU014_subsidiary_pendant_sum_R.jpg""></a>",1,"<a href=""./cluster_cluster_sum/QU014_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/QU014_cluster_cluster_sum.jpg""></a>",0,,0,
185,"<a target=""_blank"" href=""./sum_relations/QU015.html"">QU015</a>",15,15,50%,50%,45,"<a href=""./pendant_pendant_sum/QU015_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU015_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/QU015_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU015_pendant_pendant_sum_R.jpg""></a>",6,"<a href=""./pendant_pendants_color_sum/QU015_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU015_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/QU015_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU015_pendant_pendants_color_sum_R.jpg""></a>",12,"<a href=""./indexed_pendant_sum/QU015_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/QU015_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/QU015_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/QU015_indexed_pendant_sum_R.jpg""></a>",12,"<a href=""./subsidiary_pendant_sum/QU015_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/QU015_subsidiary_pendant_sum_R.jpg""></a>",2,"<a href=""./cluster_cluster_sum/QU015_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/QU015_cluster_cluster_sum.jpg""></a>",0,,2,"<a href=""./ascher_decreasing_cluster/QU015_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/QU015_ascher_decreasing_cluster.jpg""></a>"
186,"<a target=""_blank"" href=""./sum_relations/QU016.html"">QU016</a>",10,7,59%,41%,17,"<a href=""./pendant_pendant_sum/QU016_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU016_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/QU016_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU016_pendant_pendant_sum_R.jpg""></a>",2,"<a href=""./pendant_pendants_color_sum/QU016_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU016_pendant_pendants_color_sum_R.jpg""></a>",1,"<a href=""./indexed_pendant_sum/QU016_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/QU016_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,0,
187,"<a target=""_blank"" href=""./sum_relations/QU017.html"">QU017</a>",4,6,40%,60%,2,"<a href=""./pendant_pendant_sum/QU017_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU017_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/QU017_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU017_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,0,
188,"<a target=""_blank"" href=""./sum_relations/QU018.html"">QU018</a>",7,1,88%,12%,6,"<a href=""./pendant_pendant_sum/QU018_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU018_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/QU018_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU018_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,3,"<a href=""./ascher_decreasing_cluster/QU018_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/QU018_ascher_decreasing_cluster.jpg""></a>"
189,"<a target=""_blank"" href=""./sum_relations/QU019.html"">QU019</a>",16,14,53%,47%,96,"<a href=""./pendant_pendant_sum/QU019_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU019_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/QU019_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU019_pendant_pendant_sum_R.jpg""></a>",31,"<a href=""./pendant_pendants_color_sum/QU019_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU019_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/QU019_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU019_pendant_pendants_color_sum_R.jpg""></a>",12,"<a href=""./indexed_pendant_sum/QU019_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/QU019_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/QU019_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/QU019_indexed_pendant_sum_R.jpg""></a>",0,,1,"<a href=""./cluster_cluster_sum/QU019_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/QU019_cluster_cluster_sum.jpg""></a>",2,"<a href=""./cluster_sum_bands/QU019_cluster_sum_bands.html""><img src=""./cluster_sum_bands/images/table_thumbnails/QU019_cluster_sum_bands.jpg""></a>",0,
190,"<a target=""_blank"" href=""./sum_relations/QU020.html"">QU020</a>",3,0,100%,0%,3,"<a href=""./pendant_pendant_sum/QU020_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU020_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/QU020_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/QU020_pendant_pendant_sum_R.jpg""></a>",4,"<a href=""./pendant_pendants_color_sum/QU020_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU020_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/QU020_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/QU020_pendant_pendants_color_sum_R.jpg""></a>",0,,0,,0,,0,,0,
