,id,name,has_decreasing_clusters,num_decreasing_clusters,moment,decreasing_cluster_indices,mean
625,6000067,QU018,True,3,-0.667,"0, 1, 6",7.0
626,6000068,QU019,False,0,0.0,,0
627,6000069,QU020,False,0,0.0,,0
628,6000070,QU021,False,0,0.0,,0
629,6000071,QU022,False,0,0.0,,0
630,6000072,UR001,False,0,0.0,,0
631,6000073,UR004,False,0,0.0,,0
632,6000074,UR017,True,1,10.5,23,7.0
633,6000075,UR039,False,0,0.0,,0
634,6000077,UR050,False,0,0.0,,0
635,6000078,UR052,False,0,0.0,,0
636,6000079,UR054,False,0,0.0,,0
637,6000080,UR055,False,0,0.0,,0
638,6000081,UR110,False,0,0.0,,0
639,6000082,UR112,False,0,0.0,,0
640,6000083,UR144,False,0,0.0,,0
641,6000084,UR155,False,0,0.0,,0
642,6000085,UR165,True,1,2.0,10,3.0
643,6000086,UR167,True,1,-1.0,0,19.0
644,6000087,UR190,True,1,-7.0,3,8.0
645,6000088,UR193,False,0,0.0,,0
646,6000089,UR221,False,0,0.0,,0
647,6000090,UR253,False,0,0.0,,0
648,6000091,UR280,False,0,0.0,,0
649,6000092,UR292A,False,0,0.0,,0
